ACSSF DC040000000001     11                                                                                                                                                       04000US11                               District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ACSSF DC040010000002     11                                                                                                                                U                      04001US11                               District of Columbia -- Urban                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC040A00000003     11                                                                                                                                                       040A0US11                               District of Columbia -- In metropolitan or micropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF DC040C00000004     11                                                              1                                                                                        040C0US11                               District of Columbia -- In metropolitan statistical area                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ACSSF DC040C10000005     11                                                              1                                                                  Y                     040C1US11                               District of Columbia -- In metropolitan statistical area -- in principal city                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC050000000006     11001                                                                                                                                                    05000US11001                            District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ACSSF DC060000000007     1100150000                                                                                                                                               06000US1100150000                       Washington city, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC070000000008     110015000050000                                                                                                                                          07000US110015000050000                  Washington city, Washington city, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ACSSF DC150000000769     11001          0098071                                                                                                                                   15000US110010098071                     Block Group 1, Census Tract 98.07, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000770     11001          0098072                                                                                                                                   15000US110010098072                     Block Group 2, Census Tract 98.07, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000771     11001          0098101                                                                                                                                   15000US110010098101                     Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000772     11001          0098102                                                                                                                                   15000US110010098102                     Block Group 2, Census Tract 98.10, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000773     11001          0098111                                                                                                                                   15000US110010098111                     Block Group 1, Census Tract 98.11, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000774     11001          0098112                                                                                                                                   15000US110010098112                     Block Group 2, Census Tract 98.11, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000775     11001          0099011                                                                                                                                   15000US110010099011                     Block Group 1, Census Tract 99.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000776     11001          0099012                                                                                                                                   15000US110010099012                     Block Group 2, Census Tract 99.01, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000777     11001          0099021                                                                                                                                   15000US110010099021                     Block Group 1, Census Tract 99.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000778     11001          0099022                                                                                                                                   15000US110010099022                     Block Group 2, Census Tract 99.02, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000779     11001          0099031                                                                                                                                   15000US110010099031                     Block Group 1, Census Tract 99.03, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000780     11001          0099032                                                                                                                                   15000US110010099032                     Block Group 2, Census Tract 99.03, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000781     11001          0099041                                                                                                                                   15000US110010099041                     Block Group 1, Census Tract 99.04, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000782     11001          0099042                                                                                                                                   15000US110010099042                     Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000783     11001          0099051                                                                                                                                   15000US110010099051                     Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000784     11001          0099052                                                                                                                                   15000US110010099052                     Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000785     11001          0099053                                                                                                                                   15000US110010099053                     Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000786     11001          0099061                                                                                                                                   15000US110010099061                     Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000787     11001          0099071                                                                                                                                   15000US110010099071                     Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000788     11001          0099072                                                                                                                                   15000US110010099072                     Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ACSSF DC150000000789     11001          0101001                                                                                                                                   15000US110010101001                     Block Group 1, Census Tract 101, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000790     11001          0101002                                                                                                                                   15000US110010101002                     Block Group 2, Census Tract 101, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000791     11001          0102001                                                                                                                                   15000US110010102001                     Block Group 1, Census Tract 102, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000792     11001          0102002                                                                                                                                   15000US110010102002                     Block Group 2, Census Tract 102, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000793     11001          0103001                                                                                                                                   15000US110010103001                     Block Group 1, Census Tract 103, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000794     11001          0103002                                                                                                                                   15000US110010103002                     Block Group 2, Census Tract 103, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000795     11001          0103003                                                                                                                                   15000US110010103003                     Block Group 3, Census Tract 103, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000796     11001          0104001                                                                                                                                   15000US110010104001                     Block Group 1, Census Tract 104, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000797     11001          0104002                                                                                                                                   15000US110010104002                     Block Group 2, Census Tract 104, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000798     11001          0105001                                                                                                                                   15000US110010105001                     Block Group 1, Census Tract 105, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000799     11001          0105002                                                                                                                                   15000US110010105002                     Block Group 2, Census Tract 105, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000800     11001          0106001                                                                                                                                   15000US110010106001                     Block Group 1, Census Tract 106, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000801     11001          0106002                                                                                                                                   15000US110010106002                     Block Group 2, Census Tract 106, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000802     11001          0106003                                                                                                                                   15000US110010106003                     Block Group 3, Census Tract 106, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000803     11001          0107001                                                                                                                                   15000US110010107001                     Block Group 1, Census Tract 107, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ACSSF DC150000000804     11001          0107002                                                                                                                                   15000US110010107002                     Block Group 2, Census Tract 107, District of Columbia, District of Columbia                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
